ID.PRO,TIPO PRO,LOCALIZACION,TIPO,ITEM,CANT T,UNIDAD T,PRODUCTO,UNIDAD P,CANT P,SUBTOTAL P,CANT TOTAL P,UNIDAD P,CARACTERÍSTICAS,EQUIVALENCIA,PESOS20K,OBSERVACIONES P
1V11AF197R,PODER,TOCAIMA,ESPECIAL,COBRO,,,DINERO,PESOS DE ORO,,,320,AU 20K,,1,320,[...] cobrar [...] de P[edr]o de Alegria y Fran[cis]co de Villafranca rresidentes en la çiudad de Tocayma de cada vno y de qualquier dellos de sus bienes [...] trezientos e v[ein]te p[es]os de v[ein]te quilates que los susod[ic]hos me deven [...]
1V11AF198R,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...]
1V11AF198V,CONCIERTO,SANTAFE,TRABAJO,REPRESENTACION,1,AÑO,DINERO,PESOS DE ORO,1,,1,AU 20K,,1,1,[...] Antonio de Hontiveros le a de ayudar a rrepresentar al d[ic]ho Alonso de Capilla el d[ic]ho tienpo de un año y hazer todo lo demas que le mandare [...] le a de dar al d[ic]ho Hontiveros un peso de v[ein]te q[uilat]es de cada rrepresentaçion que se hiziere y mas le a de dar un cavallo ensillado y enfrenado con enjalma para que vaya en su conpañia [...]
1V11AF198V,CONCIERTO,SANTAFE,TRABAJO,REPRESENTACION,1,AÑO,MANUTENCION,,,,,,,#N/A,,[...] y mas le a de dar [...] de comer y cama en que duerma [...]
1V11AF199R,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF200R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,75,AU 16K,FUN MARC,"0,8",60,[...] çiento setenta y çinco p[es]os de oro de diez y seys q[uilat]es fundido y marcado con la marca rreal de su mag[esta]d los quales con por rrazon de seis varas de vayeta negra y una vara y media de rraxa y çinco baras de cañamaço y un jubon de olanda y una camysa de rruan y dos pares de ora doradas y dos m[an]os de papel y dozientas agujas y un varril de conserva y seis p[es]os de xavon y otros seys p[es]os que distes por my m[anda]do a Ju[an] de Mirvena y otras quarenta varas de rruan y una terçia de terçiopelo negro y tres onças de espeçia y seys onças de seda y otras seys onças de hilo y ocho varas de cañamaço y tres libras de çera y otras cosas de menudençias que de vos conpre [...]
1V11AF200V,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF201V,CARTA DE LASTO,SANTAFE,DEUDA,DINERO,,,DINERO,PESOS DE ORO,,,85,AU 20K,,1,85,[...] ochenta y çinco p[es]os de oro de v[ein]te q[uilat]es y dos en la d[ic]ha oblig[aci]on que pres[en]te y se me dio m[anda]to executorio contra los susod[ic]hos y cada vno de ellos [...] Hernando de Cardenas tratante rresidente en esta d[ic]ha çiudad le fiastes de saneamy[en]to [...]
1V11AF202R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,133,AU 15K,FUN MARC,"0,75","99,75",[...] çiento y treinta y tres p[es]os de oro de quinze qu[ilate]s fundido y marcado con la marca rreal de su mag[esta]d los quales son por rrazon de treinta varas de rruan y seys varas de paño veinte dozeno y dos varas de t[e]r[ciopel]o y otras cosas que de vos conpre [...]
1V11AF202V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,30,AU 16K,FUN MARC,"0,8",24,[...] treinta p[es]os de oro de diez y seys q[uilat]es fundido y marcado con la marca rreal de su mag[esta]d los quales son por rrazon de diez varas de rruan y dos varas de paño negro veinte dozeno y otras cosas que de vos conpre [...]
1V11AF203R,PODER,SANTAFE,ESPECIAL,COBRO,,,DINERO,PESOS DE ORO,,,93,AU 20K,,1,93,[...] cobrar [...] de P[edr]o de la Zeva Sot[el]o y M[a]theo Lopez de Varahona [...] de sus bienes noventa y tres p[es]os de oro de v[ein]te quilates que los susod[ic]hos me deven que los pague y laste por ellos como fiador de saneamyento que fui del d[ic]ho M[a]theo Lop[e]z de Varahona [...]
1V11AF204R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,MANUTENCION,,,,,,,,,[...] le a de dar de comer y vever y casa y vida con rrazon [...]
1V11AF204R,ASIENTO,SANTAFE,TRABAJO,SERVICIO,1,AÑO,DINERO,PESOS DE ORO,,,8,AU 13K,CORR,"0,65","5,2",[...] le a de dar ocho p[es]os de oro corriente [...]
1V11AF204V,VENTA,SANTAFE,RAIZ,SOLAR,,,SOLAR,,2,,30,AU 13K,CORR,"0,65","19,5",[...] dos solares que yo e y tengo en esta d[ic]ha çiudad que son de dos guertas de ocho solares que vbe y conpre de B[a]r[tolo]me de la Parra herrador rresidente en esta çiudad que por la una parte alindan con los otros seys solares myos y por la otra parte de P[edr]o de Vitoria [...] por preçio y quantia de treinta p[es]os de oro corriente de treze quilates [...]
1V11AF205V,ARRENDAMIENTO,SANTAFE,RAIZ,TIENDA,1,AÑO,TIENDA,TERCIO,1,,72,AU 13K,,"0,65","46,8",[...] arriendo [...] una tienda con su trastienda y corral que yo he y tengo en esta d[ic]ha çiudad ques en la que solia estas Felipe Virves mercader la qual d[ic]ha tienda a vos arriendo por tienpo y espaçio de un año primero sig[uien]te [...] el d[ic]ho año por preçio y quantia de setenta y dos p[es]os de oro de treze quilates [...]
1V11AF206R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,8,MES,MERCADERIAS,,,,740,AU 20K,FUN MARC,1,740,[...] seteçientos y quarenta p[es]os de oro de veinte quilates fundido y marcado con la amrca rreal de su mag[Esta]d los quales son por rrazon de treinta votijas de vino blanco de Casalla y veinte varas de terçiopelo carmesi e negro e çien varas de rruan e ocho varas de paño negro veinte e doseno e diez varas de olanda e veinte libras de çera e otras cosas y mercaderias que de vos conpre [...]
1V11AF206V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,RUAN,VARAS,20,,20,AU 17K,FUN MARC,"0,85",17,[...] veinte p[es]os de diez y siete quilates fundido y marcado con la marca rreal de su mag[esta]d los quales son por rrazon de veinte varas de rruan y otras cosas que de vos conpre [...]
1V11AF207R,PODER,SANTAFE,GENERAL,REPRESENTACION,,,,,,,,,,#N/A,,[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF207V,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF208R,CONCIERTO,SANTAFE,TRABAJO,APRENDIZ,2,AÑO,MANUTENCION,,,,,,,#N/A,,[...]me aveys de dar y comer y vestir y calçar de rropa de la tierra y casa en que este y duerma y si cayere enfermo me aveis de curar [...] me aveys de dar y mostrar el d[ic]ho v[uest]ro ofiçio de serrajero y obrero [...]
1V11AF208R,CONCIERTO,SANTAFE,TRABAJO,APRENDIZ,2,AÑO,VESTIDO,PAÑO,,,,,,#N/A,,[...] y mas me aveis de dar çinquenta p[es]os de oro corriente o bn bestido nuevo de paño de Castilla de color hecho a mi medida nuevo ques y se entiende un herrezuelo y un sayo bnos calzones y un sonbrero y dos camysas de ruan y un jubon de olanda y unas botas de cordovan [...]
1V11AF209R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,14,MES,MERCADERIAS,,,,60,AU 20K,FUN MARC,1,60,[...] sesenta p[es]os de oro de veinte quilates fundido y marcado con la amrca rreal de su mag[esta]d los quales son por rrazon de quatro botijas de vino blanco de Caçalla y veinte varas de rruan y seys onças de seda que de vos conpre [...]
1V11AF209V,PODER,SANTAFE,GENERAL,REPRESENTACION,,,,,,,,,,#N/A,,[...]generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF210R,VENTA,SANTAFE,RAIZ,SOLAR,,,SOLAR,,1,,40,AU 13K,,"0,65",26,[...] un solar o lo que en el ovi[er]e que yo e y tengo en esta d[ic]ha çiudad de la otra vanda del rrio verca de San Vitorino que por la una parte alinda con otro solar de vos el d[ic]ho Di[eg]o Diaz que yo vos vendi y por las otras tres partes calles rreales [...] por preçio y quantia de quarenta p[es]os de oro de treze quilates [...]
1V11AF211R,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF212R,PODER,SANTAFE,ESPECIAL,COBRO,,,MIEL,BOTIJA,96,,,,,#N/A,,[...] cobrar [...] deste capitan Ju[an] Lopezde Herrera v[e]z[in]o desta d[ic]ha çiudad y de sus bienes nobenta y seis botijas de myel quel susod[ic]ho me deve [...]
1V11AF212V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,3,MES,MERCADERIAS,,,,"65,625",AU 13K,FUN MARC, CORR,"0,65","42,65625"
1V11AF213R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,107,AU 18K,FUN MARC,"0,90020202020202","96,3216161616161",[...] çiento y siete p[es]os de diez y ocho q[uilat]es fundido y marcado con la marca rreal de su mag[esta]d los quales son por rrazon de çinquenta varas de rruan y quatro varas de paño negro y seys varas de olanda y quatro baras de tafetan y otras cosas que conpre y rresçevi [...]
1V11AF213V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,3,AÑO,MANUTENCION,,,,,,,#N/A,,[...] le a de dar de comer y vever y si cayere enfermo le a de curar [...] 
1V11AF213V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,3,AÑO,MERCADERIAS,,,,,,,#N/A,,[...] y mas le a de dar en cada año dos pares de camysetas e çaraguelles de manta e los alpargates que ovi[er]e menester e un sonbrero de la tierra [...]
1V11AF214R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,310,AU 13K,FUN MARC,"0,65","201,5",[...] trezeintos y diez p[es]os de oro de treze quilates fundido y marcado [...] por rrazon de tres libras de sedas floxas y dos varas y menos sesma de terçiopelo pardo y doze varasde tafetan carmesi y veynte papeles de alfileres y media dozena de espejos chicos y un maço de corchetes y un varril de xavon y una libra de alvayalde y bna dozena de brinquiños mas media dozena de barajas de naypes y una gruesa de çintas de hilado y una dozena de machetes y tres masos de cañones y media dozena de rexas de sedaso negros y mas seys jubones de muger y de honbre y diez varas de bretaña y una taleguilla de tachuelas y media dozena de sonbreros grandes y chicos y ocho varas de rrazo pardo y çinco varas de tafetan y diez varas de rruan y otras cosas que de vos conpre [...]
1V11AF215V,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...]
1V11AF216R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,MERCADERIAS,,,,140,AU 20K,FUN MARC,1,140,[...] çiento y quarenta p[es]os de oro de veynte quilates fundido y marcado [...] los quales son por rrazon de diez varas de paño negro veynte doseno e seys botijas de vino que de vos conpramos [...]
1V11AF216V,ARRENDAMIENTO,SANTAFE,RAIZ,CASA,2,AÑO,CASA,TERCIO,1,,30,AU 13K,CORR MARC,"0,65","19,5","[...] una casa de tapias y paja que yo e y tengo en esta d[ic]ha çiudad que son con otras cosas mias [...] por p[r]eçio y quantia de treinta p[es]os de oro corriente marcado los quales ,e debeis pagar por sus terçios [...]"
1V11AF217R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,6,MES,MERCADERIAS,,,,48,AU 13K,FUN MARC CORR,"0,65","31,2",[...] quarenta y ocho p[es]os de oro corriente de treze q[uilat]es fundido y marcado [...] por rrazon de diez y ocho mascaras e una maxuela de mad[e]ra y otras cosas que de vos conpre [...]
1V11AF217V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,102,AU 16K,FUN MARC,"0,8","81,6",[...] çiento y dos p[Es]os de oro de diez y seys quilates fundido y marcado [...] por rrazon de çinco varas de paño bellorin pardo e diez y seis p[es]os y dos tomines que libre al liçenciado P[edr]o Lopez e una vara de rrazo pardo e quatro onças de seda e tres varas de fustan e un par de candeleros e un par de chapines e una vara de tafetan e una botija de cazoyte e dos declas de cuchillos bohemios e diez varas de rruan y otras cosas que de vos conpre [...]
1V11AF218R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,3,MES,MERCADERIAS,,,,705,AU 13K,FUN MARC,"0,65","458,25",[...] por rrazon de diez sortijas de oro y esmeraldas a rrazon de quinze pesos cada una e de una mula color negra en çiento e çinquenta p[es]os del d[ic]ho oro y çinquenta pesos del d[ic]ho oro oro que pagastes por mi a Luis Gutierrez e por siete lienços de yptonas a ocho pesos cada uno e un vestydo e[n]tero de honbre ques capa e sayo e callal la capa de naja guarneçida con una faja de rrazo y el sayo de t[e]r[ci]opelo rriso guarneçido de rrazo e t[e]r[ci]opelo y las calças de t[e]r[ci]opelo pardo con tellas de oro e medias de punto de seda y una gorra de t[e]r[ci]opelo en duzientos pesos del d[ic]ho oro y çien pesoso del d[ic]ho oro que me prestastes por me hazer plazer e buena obra [...] de bos lo dar e pagar [...] en las cosas sig[uien]tes en quatrosientas a[rroba]s de harina por serner y amochilada a siete tomines cada a[rroba] y en noventa e quatro jamones y espaldas a peso cada uno y en diez y seys quintales de viscocho a rrazon de a seys p[es]os el quintal [...] y en v[ein]te e quatro arrovas de açucar a quatro p[es]os cada arrova y en diez votijas de myel a dos p[es]os e m[edi]o cada votija [...]
1V11AF219V,VENTA,SANTAFE,RAIZ,SOLAR,,,SOLAR,,"0,5",,8,AU 20K,,1,8,[...] medio solar que avemos y tenemos en esta d[ic]ha çiudad que por la una parte alinda con casas de una yn[di]a llamada Ju[an]a del serviçio de D[ieg]o G[a]r[ci]a del Zorro calle en m[edi]o y por la parte con solares de Juan Sanches de Avila que de antes fueron de Agustin Negro e por la otra p[ar]te con solares de los frayles agustinos [...] por preçio e quantia de ocho pesos de oro de v[ein]te quilates [...]
1V11AF221R,ARRENDAMIENTO,SANTAFE,RAIZ,CASA,1,AÑO,CASA,TERCIO,1,,36,AU 13K,CORR,"0,65","23,4",[...] una casa de tapias y paja que yo e y tengo en esta d[ic]ha çiudad que por anbas partes alindan con otras casas mias la qual d[ic]ha casa arriendo por tienpo y espaçio de bn año [...] por preçio y quantia de treinta y seys p[es]os de oro corriente [...]
1V11AF221V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,8,MES,MERCADERIAS,,,,60,AU 16K,FUN MARC,"0,8",48,[...] sesenta p[es]os de oro de diez y seys quilates fundido y marcado [...] por rrazon de tres varas de terçiopelo pardo e tresvaras de paño [sobre renglón: negro] beynte doseno y otras cosas que de vos conpre [...]
1V11AF222R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,90,AU 20K,FUN MARC,1,90,[...] noventa p[es]os de oro de veinte quilates fundido y marcado [...] por rrazon de quatro baras de paño negro veinte y doseno e çinquenta baras de rruan e una botija de vino y otras cosas que de vos conpre [...]
1V11AF222V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,MANUTENCION,,,,,,,#N/A,,[...] le a de dar de comer y vever 
1V11AF222V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,DINERO,PESOS DE ORO,,,15,AU 13K,CORR,"0,65","9,75",[...] y quinze p[es]os de oro corriente cada año y destos a de pagar la demora a su caçique [...]
1V11AF223R,CARTA DE PAGO,SANTAFE,DEUDA,DINERO,,,DINERO,PESOS DE ORO,,,"3308,5",AU 20K,,1,"3308,5",[...] Luys Lopez Hortis [...] debia al capitan Joan Diaz Jaramillo difunto vezino q[ue] fue de la d[ic]ha çiudad de Tocayma por una obligaçion signada de Alonso Ruiz Lanchero escribano tres mill y tresçientos y ocho pesos y medio de oro de beynte quilates quel otorgamiento della fue a quinze dias del mes de mayo de mill y qui[nient]os y setenta y quatro años de rresto de quentas y conpañia que entre el d[ic]ho capitan Juan Diaz y el d[ic]ho Luys Lopez abia de que el uno al otro dio finiquito segun que mas largamente paresçe por la d[ic]ha obligaçion y finiquito [...]
1V11AF224R,CARTA DE PAGO,SANTAFE,DEUDA,DINERO,,,DINERO,PESOS DE ORO,,,"3308,5",AU 20K,,1,"3308,5",[...] Luys del Castillo su hierno v[e]z[in]o de la çiudad de Tocayma le dio y otorgo carta de pago y finyquito de tres mill y tresçientos y ocho p[es]os y m[edi]o de oro de beynte quilates quel d[ic]ho Luys Lopez debia al capitan Joan Diaz Jaramillo fifunto [...]
1V11AF225R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,8,MES,MERCADERIAS,,,,34,AU 17K,FUN MARC,"0,85","28,9",[...] por rrazon de una vara de olanda y una vara de rrazo gualdo y treze varas de rruan y una quarta de seda parda y dos dozenas de botones de seda y çinco adarmes de seda gualda y un par de guantes y dos pares de calçetas de rruan y una dozena de cordones y media vara de tafetan azul y otras cosas que de vos conpre [...]
1V11AF225V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,MANUTENCION,,,,,,,#N/A,,[...] le a de dar de comer y bever casa y bida con rrazon y hazerles todo buen tratamyento enferma y sana [...]
1V11AF225V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,MERCADERIAS,,,,,,,#N/A,,[...] y mas le a de dar por el d[ic]ho su serviçio y trabajo cada año ocho p[es]os de oro corriente e dos pares de botines e dos maures [...]
1V11AF226R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,5,AÑO,MANUTENCION,,,,,,,#N/A,,[...] se obligo se les dar de comer e vestir de rropa de la tierra y cama en que duerman y si cayeren malos les a de curar y les haran buen tratamyento [...] //f.227v
1V11AF226R,ASIENTO,SANTAFE,TRABAJO,APRENDIZ,5,AÑO,MERCADERIAS,,,,,,,#N/A,,[...] al fin de los d[ic]hos çinco años les dara a cada vno vn vestido de paño de castilla de color de a seys p[es]os vara que se entiende capote sayo calçones y un sonbrero nuevo de España y dos camysas de rruan nuevas y un jubon de olanda y unas votas de cordovan y unas tijeras del ofiçio [...] //f.227v//
1V11AF228R,OBLIGACION,SANTAFE,RAIZ,ARRENDAMIENTO,1,AÑO,CASA,,1,,72,AU 13K,CORR FUN MARC,"0,65","46,8",[...] por rrazon de una casa que os tenemos arrendada por tienpo de un año [...] la qual d[ic]ha casa alinda por la una parte con casas de Marcos Garçia mercader y por la otra parte con casas de Simon Silvera v[e]z[in]os desta çiudad [...]
1V11AF229R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,15,MES,MARCOS DE PLATA,,10,,110,AU 20K,FUN MARC,1,110,[...] los quales son por rrazon de diez marcos de plata labrada a onze p[es]os marco [...]
1V11AF229V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,10,MES,CLAVICORDIO,,1,,60,AU 20K,FUN MARC,1,60,[...] por rrazon de un clavicordio que de vos conpre [...]
1V11AF230R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,10,MES,MERCADERIAS,,,,"79,625",AU 16K,FUN MARC,"0,8","63,7",[...] por rrazon de quatro varas e dos terçias de paño negro vente y doseno e dos terçios de vayeta parda e una onça de seda parda e veynte varas de rruan e dos varas y media de vrin e una onça de hilo e otras cosas que de vos conpre [...]
1V11AF231R,PODER,SANTAFE,ESPECIAL,COBRO,,,,,,,,,,#N/A,,[...]cobrar ansi en jui[ci]o como f[uer]a del de todas e qualesquier persona o personas de qualquier estado y condiçion q[ue] sean todos los m[a]r[avedie]s e p[es]os de oro marcos de plata joyas ganados esclabos y mercaderias e otras qualesquier cossas que me son e fueren devidas[...] generalmente para en todos mis pleytos causas y negoçios çivilies y criminales movidos y por mover que yo he y tengo y espero aver y tener contra qualesquier personas y las tales contra mi en qualesq[ui]er manera para q[ue] ansi en demando como en defendiendo podays paresçer ante su mag[esta]d y ante los s[eñore]es su pres[iden]te e oydores de sus rreales audiençias y chançillerias y ante otras qualesquier just[icia]s y juezes ansi eclesiasticos como seglares [...]
1V11AF232R,VENTA,SANTAFE,RAIZ,SOLAR,,,SOLAR,,"0,5",,225,AU 13K,CORR,"0,65","146,25",[...] medio solar con dos bohios de bahareq[ue] cubiertos de paja que avemos e tenemos en esta d[ic]ha çiudad que la d[ic]ha Maria Ximenez obe en dote que me lo dio Fr[ancis]co Ximenez tratante [...] d[ic]ho medio solar alinda por la una parte con solar del d[ic]ho Fr[ancis]co Ximenez e por la otra parte con casas e solar que heran del liçenciado Ju[an] Ruiz de //f.232v// Mora e por la otra p[Ar]te con casas e soalr de Al[ons]o de Soto espadero calle en medio o por delante calles rreales [...] por preçio e quantia de duzientos e v[ein]te çinco pesos de oro de treze quilates [...]
1V11AF233V,ARRENDAMIENTO,SANTAFE,RAIZ,CASA,1,AÑO,CASA,,1,,50,AU 13K,CORR MARC,"0,65","32,5",[...] una casa de teja que yo e y tengo en esta d[ic]ha çiudad que son en la que Pedro de Burgos bivia la qual d[ic]ha casaa vos arriendo por tienpo y espaçio de un año [...] por preçio y quantia de çinquenta p[es]os de oro corriente marcado los quales me aveis de pagar por sus terçios [...]
1V11AF234R,VENTA,SANTAFE,RAIZ,SOLAR,,,SOLAR,,2,,63,AU 13K,CORR,"0,65","40,95",[...] dos solares y los que mas ovi[es]e dellos quel d[ic]ho Ju[an] de Coronado my hijo tiene en esta d[ic]ha çiudad que le fueron proveydos por el cabildo della que alindan con tejares de Rodrigo de Ledesma y por las otras p[Ar]tes con calles rreales [...] por preçio y q[uanti]a de sesenta y tres p[Es]os de oro corriente de treze quilates [...]
1V11AF238R,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,71,AU 16K,FUN MARC,"0,8","56,8",[...] setenta e un p[es]os de oro de diez y seis quilates fundido y marcado [...] por rrazon de tres varas y media de paño pardo y un sonbrero y dos varas de tafetan negro y un jubon de nauger y dos varas de olanda blanca y dos varas de brin e dos libras de çera y una vara de ruan de cofre y diez varas y m[edi]a de rruan y otras cosas que de vos conpre [....]
1V11AF238V,OBLIGACION,SANTAFE,MERCANCIA,MERCADERIAS,1,AÑO,MERCADERIAS,,,,"118,5",AU 16K,FUN MARC,"0,8","94,8",[...] çiento y diez y ocho p[es]os y quatro tomynes de oro de diez y seys quilates fundido y marcado [...] por rrazon de çinco varas y media de paño negro y tres varas y dos terçias de terçiopelo negro y una vara y tres quartas de vayeta negra y un lienço de deça de seda y dos onças de hilo y dos varas de angeo que de vos conpre [...]
1V11AF239R,PODER,SANTAFE,ESPECIAL,COBRO,,,DINERO,PESOS DE ORO,,,"987,75",AU 12K,,"0,6","592,65",[...] cobrar ansi en juizio como fuera del de Antonio de Salas mercader vezino desta d[ic]ha çiudad y de sus bienes noveçientos y ochenta y siete p[es]os y seis tomines de oro de doze quilates quel susod[ic]ho me deve [...] los d[ic]hos p[es]os de oro ayais y cobreis para el d[ic]ho Luis Dias v[uest]ro menor como d[ic]ho es por rrazon de seisçientos p[es]os de plata corriente que yo debo aver en la çiudad de Cartagena de Ju[an] R[odrigue]s de Rio de la Hacha que los devia a los herederos del caitan Ju[an] Diaz difunto [...]
1V11AF240R,VENTA,SANTAFE,MERCANCIA,ESCLAVO,,,NEGRO ESCLAVO,,1,,245,AU 20K,,1,245,[...]queda en mi poder la negra esclaba de nonbre Ysabel de naçion çape [...] por dar y pagar al d[ic]ho Alonso  Melgarejo [...] duçientos y quarenta y çinco p[es]os de oro de veinte quilates [...]
1V11AF241R,PODER,SANTAFE,ESPECIAL,COBRO,,,DINERO,PESOS DE ORO,,,94,AU 13K,CORR,"0,65","61,1",[...] cobrar [...] de Nicolas de Napoles v[e]z[in]o de la çiudad de los Musos y de sus bienes çinquenta y nuebe p[es]os de oro corriente marcado [...] y de el p[adr]e fray Di[eg]o del Castillo guardian del convento del monasterio de [sobre renglón: San Fran[cis]co] de la d[ic]ha çiudad de los Musos treinta y çinco p[es]os de oro corriente [...] 
1V11AF241V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,DINERO,PESOS DE ORO,,,12,AU 13K,CORR,"0,65","7,8",
1V11AF241V,ASIENTO,SANTAFE,TRABAJO,SERVICIO,2,AÑO,MAZORCA,MEDIA,2,,,,,#N/A,,[...] cada mes dos medias de mazorcas
