ID.PRO,NOMBRES Y APELLIDOS,GEN,POS,REL ESPACIO,ESPACIO,CONDICION,GRUPO,OFICIO,FIRMA,EDAD,POS2,CONDICION 2,ESPACIO 2 ,OTROS ,OBSERVACIONES
1V11AF212R,GASPAR SARMIENTO,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF212R,SIMON CARDOZO,M,APODERADO,RESIDENCIA,SANTAFE,,,TRATANTE,,,,,,,
1V11AF212V,GASPAR SARMIENTO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF212V,SIMON CARDOZO,M,ACREEDOR,RESIDENCIA,SANTAFE,,,TRATANTE,,,,,,,
1V11AF213R,PEDRO DE RIVERA,M,DEUDOR,RESIDENCIA,SANTAFE,,,ALBAÑIL,BIEN,,,,,,
1V11AF213R,TOMAS PEREZ,M,OTROS,RESIDENCIA,SANTAFE,,,,REGULAR,,FIADOR,,,,
1V11AF213R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF213V,DIEGO HIDALGO,M,OTROS,,,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF213V,PERIQUILLO INDIO DE TUNJA,M,TRABAJADOR,,,INDIO,,,,,,MUCHACHO,,,
1V11AF213V,GABRIEL DE PRADO,M,PATRON,RESIDENCIA,SANTAFE,CAPITAN,,,BIEN,,,,,,
1V11AF214R,PEDRO VASQUEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,TRATANTE,BIEN,,,,,,
1V11AF214R,LUIS SANCHEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF215V,BARTOLOME ORTEGO,M,PODERDANTE,RESIDENCIA,SANTAFE,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V11AF215V,DIEGO LOPEZ CARVAJAL,M,APODERADO,VECINDAD,SANTAFE,,,,,,,,,,
1V11AF216R,DIEGO ROMERO,M,DEUDOR,VECINDAD,SANTAFE,,,,REGULAR,,,,,,
1V11AF216R,DIEGO ROMERO DE AGUILAR,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF216R,MARCOS GARCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF216V,ALONSO DE CORONADO,M,ARRENDADOR,,,,,ESCRIBANO,BIEN,,,,,,
1V11AF216V,PEDRO VASQUEZ,M,ARRENDATARIO,,,,,ALGUACIL,,,,,,,
1V11AF217R,ALONSO DE RIVERA,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF217R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF217V,JUAN DE AGUILAR ,M,DEUDOR,VECINDAD,TRINIDAD DE MUZO,,,,BIEN,,,,,,
1V11AF217V,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF218R,GASPAR DE SARMIENTO ,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF218R,JUAN ANTONIO DE VILCHES,M,ACREEDOR,VECINDAD,SANTAFE,,,TESORERO DE LA SANTA CRUZADA,,,,,,,
1V11AF219V,ALONSO INDIO ,M,VENDEDOR,RESIDENCIA,SANTAFE,INDIO,,,,,,LADINO,,,
1V11AF219V,JUANA INDIA,F,VENDEDOR,RESIDENCIA,SANTAFE,INDIO,,,,,,,,,
1V11AF219V,JUANA NUÑEZ,F,COMPRADOR,,,INDIO,,,,,,,,,DEL SERVICIO DE CATALINA LOPEZ
1V11AF221R,ALONSO DE CORONADO,M,ARRENDADOR,,,,,ESCRIBANO,BIEN,,,,,,
1V11AF221R,FRANCISCO DE ESTRADA,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF221V,JUAN DE ARAOZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF221V,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF222R,ALONSO DE OLMOS,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF222R,MARCOS GARCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF222V,DIEGO HIDALGO,M,OTROS,,,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF222V,DIEGO INDIO DE CHUECA,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF222V,CATALINA INDIA DE CHUECA,F,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF222V,ISABEL PALOMO,F,PATRON,RESIDENCIA,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF223R,LUIS DEL CASTILLO,M,OTROS,VECINDAD,TOCAIMA,,,,BIEN,,APODERADO,,,,APODERADO DEL CAPITÁN JUAN DIAZ JARAMILLO DIFUNTO
1V11AF223R,LUIS LOPEZ ORTIZ,M,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V11AF224R,LUIS LOPEZ ORTIZ,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF224R,LUIS DEL CASTILLO,M,OTROS,VECINDAD,TOCAIMA,,,,,,APODERADO,,,,APODERADO DEL CAPITÁN JUAN DIAZ JARAMILLO DIFUNTO
1V11AF225R,BALTASAR SANCHEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,SILLERO,BIEN,,,,,,
1V11AF225R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF225V,DIEGO HIDALGO,M,OTROS,,,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF225V,TERESA INDIA DE PAMPLONA,F,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF225V,PEDRO VASQUEZ,M,PATRON,,,,,,REGULAR,,,,,,
1V11AF225V,CATALINA DIAZ,F,PATRON,,,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF226R,JUAN MARTIN DE MORALES,M,TRABAJADOR,,,HUERFANO,,,BIEN,,,,,,[...] Ju[an] M[art]yn y Alonso dezimos q[ue]nosotros somos muchachos uerfanos no tenemos padres ny quien nos de el sustento nesesario y porq[ue] nos conbyene defender ofiçios con q[ue] nos [ilegible] sustentar usando de vyrtud y no andar vagando [...] //f.226r
1V11AF226R,ALONSO DE MORALES,M,TRABAJADOR,,,HUERFANO,,,BIEN,,,,,,[...] Ju[an] M[art]yn y Alonso dezimos q[ue]nosotros somos muchachos uerfanos no tenemos padres ny quien nos de el sustento nesesario y porq[ue] nos conbyene defender ofiçios con q[ue] nos [ilegible] sustentar usando de vyrtud y no andar vagando [...] //f.226r
1V11AF226R,PEDRO VASQUEZ,M,OTROS,,,,,ALGUACIL ,REGULAR,,ASENTISTA,,,CURADOR,
1V11AF226R,MIGUEL FRANCISCO,M,PATRON,RESIDENCIA,SANTAFE,,,SASTRE,BIEN,,,,,,
1V11AF228R,LUIS ESTEBAN,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF228R,MARIANA DE LA GUADA,F,DEUDOR,VECINDAD,SANTAFE,DON,,,BIEN,,,,,,
1V11AF228R,JUAN PEREZ CORDERO,M,ACREEDOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF228R,TOMAS PEREZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,OLLERO,,,,,,,
1V11AF229R,JUAN ANTONIO DE VILCHES,M,DEUDOR,VECINDAD,SANTAFE,,,TESORERO DE LA SANTA CRUZADA,BIEN,,,,,,
1V11AF229R,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF229V,VITORES DEL CASTILLO,M,DEUDOR,RESIDENCIA,SANTAFE,,,HERRERO,BIEN,,,,,,
1V11AF229V,MARCOS GARCIA,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF230R,ALONSO HERNANDEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF230R,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF231R,DIEGO CORTES DE LOS RIOS,M,PODERDANTE,VECINDAD,IBAGUE,,,,BIEN,,,,,,
1V11AF231R,ALONSO DEL VALLE,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V11AF232R,JUAN DE CONTRERAS,M,VENDEDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF232R,MARIA JIMENEZ,F,VENDEDOR,RESIDENCIA,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF232R,GASPAR LOPEZ DE ZAMORA,M,COMPRADOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF232R,JUANA BAUTISTA,F,COMPRADOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF233V,ALONSO DE CORONADO,M,ARRENDADOR,,,,,ESCRIBANO,BIEN,,,,,,
1V11AF233V,LORENZO DEL MARMOL,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF234R,ALONSO DE CORONADO,M,VENDEDOR,VECINDAD,SANTAFE,,,ESCRIBANO,BIEN,,CURADOR,,,,
1V11AF234R,FRANCISCO FERNANDEZ,M,COMPRADOR,RESIDENCIA,SANTAFE,,,TEJEDOR,,,,,,,
1V11AF238R,JUAN LOZANO,M,DEUDOR,RESIDENCIA,SANTAFE,,,BARBERO,BIEN,,,,,,
1V11AF238R,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF238V,JUAN ALEMAN DE LEGUIZAMON ,M,DEUDOR,VECINDAD,TUNJA,,,MERCADER,BIEN,,,,,,
1V11AF238V,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF239R,GARCIA PEREZ DE VARGAS,M,PODERDANTE,VECINDAD,TOCAIMA,DON,,,BIEN,,DEUDOR,,,,
1V11AF239R,LUIS DE PERNIA,M,APODERADO,,,,,ABOGADO DE LA REAL AUDIENCIA,,,CURADOR,,,,CURADOR DE LUIS DIAZ
1V11AF240R,FRANCISCO HERNANDEZ,M,OTROS,,,,,,,,,,,,
1V11AF240R,GARCIA PEREZ DE VARGAS,M,COMPRADOR,VECINDAD,TOCAIMA,DON,,,BIEN,,,,,,
1V11AF240R,ISABEL SAPE,F,ESCLAVO,,,ESCLAVO,,,,,,NEGRO,,,
1V11AF240R,ALONSO DE MELGAREJO,M,VENDEDOR,VECINDAD,TUNJA,,,,,,,,,,
1V11AF241R,ANA HURTADO DE MENDOZA,F,PODERDANTE,RESIDENCIA,SANTAFE,VIUDA,,,BIEN,,ALBACEA,,,,
1V11AF241R,FRANCISCO SUAREZ,M,APODERADO,,,MENOR,,,,,,,,,
1V11AF241V,LUIS DE COLMENARES,M,OTROS,,,,,ALCALDE ORDINARIO,BIEN,,,,,,
1V11AF241V,FRANCISCO INDIO DE TIVACUYA,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF241V,PEDRO DE OREJUELA,M,PATRON,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF242R,ALONSO DE CORONADO,M,ARRENDADOR,,,,,ESCRIBANO ,BIEN,,,,,,
1V11AF242R,MANUEL LOPEZ,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF242V,PEDRO DIAZ,M,DEUDOR,VECINDAD,SANTAFE,,,MERCADER,REGULAR,,,,,,
1V11AF242V,MARIA MEJIA,F,ACREEDOR,VECINDAD,SANTAFE,VIUDA,,,,,,,,,
1V11AF243V,DIEGO LOPEZ RIBADEA,M,DEUDOR,RESIDENCIA,SANTAFE,,,PLATERO,BIEN,,,,,,
1V11AF243V,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF244R,HERNANDO ARIAS,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF244R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF244V,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF244V,JUAN INDIO DE ZIPACON,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF244V,LUCAS DE SOLIS,M,PATRON,,,,,ALGUACIL DE CORTE,BIEN,,,,,,
1V11AF245V,JUAN BAUTISTA RONDINEL,M,PODERDANTE,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF245V,PEDRO DE LUGO,M,APODERADO,,,,,,,,,,,,
1V11AF246R,JUAN MARTIN GUILLEN,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF246R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF246V,MARTIN DE MAHECHA,M,DEUDOR,VECINDAD,LA PALMA,,,,BIEN,,,,,,
1V11AF246V,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF247R,JUAN BAUTISTA RONDINEL,M,PODERDANTE,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF247R,PEDRO DE LUGO,M,APODERADO,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF248R,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF248R,SEBASTIAN INDIO DE TOCAZIPA ,M,TRABAJADOR,,,INDIO,,,,,,,,,DE LA ENCOMIENDA DE LUIS BERMUDEZ
1V11AF248R,FRANCISCO JIMENEZ,M,PATRON,,,,,TRATANTE,,,,,,,NO FIRMA POR NO SABER
1V11AF248V,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,,,,,
1V11AF248V,LUISA INDIA DE FONTIBON,F,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF248V,BEATRIZ PEREZ,F,PATRON,VECINDAD,SANTAFE,VIUDA,,,,,,,,,NO FIRMA POR NO SABER
1V11AF249R,DIEGO LOPEZ CARVAJAL,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF249R,HERNANDO DIAZ,M,DEUDOR,RESIDENCIA,SANTAFE,INDIO,,ARRIERO,,,,,,,
1V11AF249R,HERNANDO DE BIRVES,M,DEUDOR,RESIDENCIA,SANTAFE,INDIO,,ALBAÑIL,,,,,,,
1V11AF249R,MARCOS GARCIA,M,OTROS,VECINDAD,SANTAFE,,,MERCADER,,,LASTO,,,,
1V11AF250R,MIGUEL FRANCISCO,M,DEUDOR,VECINDAD,SANTAFE,,,SASTRE,BIEN,,,,,,
1V11AF250R,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF250V,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF250V,FRANCISCO DE PRADO,M,TRABAJADOR,,,MESTIZO,,,,,,,,,
1V11AF250V,JUAN DE CHINCILLA,M,PATRON,,,,,SASTRE,BIEN,,,,,,
1V11AF251R,FERNANDO DE ALCOCER,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF251R,JUAN MARTINEZ DE OTALVARO,M,ACREEDOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF251V,DIEGO SERRANO,M,DEUDOR,RESIDENCIA,SANTAFE,,,TRATANTE,BIEN,,,,,,
1V11AF251V,TOMAS PEREZ,M,OTROS,RESIDENCIA,SANTAFE,,,OLLERO,REGULAR,,FIADOR,,,,
1V11AF251V,LUIS SANCHEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF252R,DIEGO LOPEZ CARVAJAL ,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF252R,JUAN SANCHEZ REDONDO ,M,APODERADO,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF252V,GONZALO GOMEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,LABRADOR,,,,,,,NO FIRMA POR NO SABER
1V11AF252V,ANDRES GONZALEZ PIEDRAHITA,M,OTROS,RESIDENCIA,SANTAFE,,,,,,FIADOR,,,,
1V11AF252V,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF253R,BARTOLOME DE ORTEGO,M,DEUDOR,RESIDENCIA,SANTAFE,CLERIGO,,PRESBITERO,BIEN,,,,,,
1V11AF253R,CATALINA LOPEZ,F,ACREEDOR,VECINDAD,SANTAFE,VIUDA,,,,,,,,,
1V11AF253V,ALVARO GONZALEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF253V,JUAN MORENO,M,OTROS,RESIDENCIA,SANTAFE,,,ZAPATERO,,,FIADOR,,,,
1V11AF253V,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF254R,ANTONIO DE SALAS,M,VENDEDOR,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF254R,JUAN ASENCIO ROMERO,M,COMPRADOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF255R,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,,,,,
1V11AF255R,PEDRO INDIO DE TUNJA,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF255R,ANDRES DE VILLELA,M,PATRON,,,,,,BIEN,,,,,,
1V11AF255V,JUAN COTRINA,M,DEUDOR,,,,,ALGUACIL MAYOR,BIEN,,,,,,
1V11AF255V,ALONSO MARTINEZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF256R,JUAN ASENCIO ROMERO,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF256R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF256V,JUANA DE LA CRUZ,F,ARRENDADOR,RESIDENCIA,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF256V,PEDRO LOPEZ SOMBRERO,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF257R,GONZALO MARTINEZ,M,PODERDANTE,VECINDAD,CARTAGO,,,,BIEN,,,,,,
1V11AF257R,ANDRES DE LA CRUZ,M,APODERADO,,,,,MERCADER,,,,,,,
1V11AF257V,LUIS DE COLMENARES,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,,,,,
1V11AF257V,JUAN INDIO DE TIBUSACA,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF257V,ALONSO BERMUDEZ,M,PATRON,,,,,,BIEN,,,,,,
1V11AF258R,FRANCISCO DE AGUILAR,M,PODERDANTE,VECINDAD,ANTIOQUIA,,,,BIEN,,,,,,
1V11AF258R,ALONSO GUTIERREZ PIMENTEL,M,APODERADO,VECINDAD,SANTAFE,,,,,,,,,,
1V11AF258R,PEDRO DE ACEVEDO,M,APODERADO,VECINDAD,SANTAFE,,,SOLICITADOR,,,,,,,
1V11AF259R,ANDRES GONZALEZ PIEDRAHITA,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF259R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF259V,CRISTOBAL BAUTISTA,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF259V,JUAN NUÑEZ DE OTALVARO,M,OTROS,RESIDENCIA,SANTAFE,,,TRATANTE,BIEN,,,,,,
1V11AF259V,LUIS SANCHEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF260R,DIEGO DE TORRES,M,DEUDOR,RESIDENCIA,SANTAFE,,,LAPIDARIO,,,,,,,NO FIRMA POR NO SABER
1V11AF260R,ALONSO MARTINEZ,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF260V,DIEGO GARCIA DE CACERES,M,OTROS,,,,,ALGUACIL,BIEN,,ASENTISTA,,,,
1V11AF260V,MARIA MESTIZA,F,TRABAJADOR,,,MESTIZO,,,,,,,,,
1V11AF260V,MARCOS DE CABRERA,M,PATRON,RESIDENCIA,SANTAFE,,,ESCULTOR,BIEN,,,,,,
1V11AF261R,GASPAR LOPEZ,M,PODERDANTE,RESIDENCIA,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF261R,MARTIN CAMACHO,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V11AF261V,LUIS SANCHEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF261V,CRISTOBAL RODRIGUEZ LOBATON,M,ACREEDOR,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF262R,LUIS LOPEZ ORTIZ,M,ARRENDADOR,VECINDAD ,SANTAFE,,,,BIEN,,,,,,
1V11AF262R,CRISTOBAL COSTILLA,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,TRATANTE,BIEN,,,,,,
1V11AF262V,HERNANDO ARIAS,M,OTROS,VECINDAD ,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF262V,FRANCISCO INDIO DE BOSA,M,TRABAJADOR,,,INDIO,,,,,,,,,
1V11AF262V,ANDRES PEREZ MORAN,M,PATRON,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF263R,MARCOS GARCIA ,M,PODERDANTE,VECINDAD,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF263R,CRISTOBAL CHIRINOS,M,APODERADO,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF263R,ALONSO MORENO,M,APODERADO,RESIDENCIA,SANTAFE,,,,,,,,,,
1V11AF263V,BERNARDO DE HERRERA,M,PODERDANTE,VECINDAD,LOS REMEDIOS,,,,BIEN,,,,,,
1V11AF263V,MARTIN CAMACHO,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V11AF264R,FERNANDO DEL HIERRO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF264R,RODRIGO DE TURICES,M,ACREEDOR,VECINDAD,SANTAFE,,,,,,,,,,
1V11AF264V,LUIS SANCHEZ,M,VENDEDOR,RESIDENCIA,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF264V,GASPAR SARMIENTO,M,COMPRADOR,VECINDAD,SANTAFE,,,,,,,,,,
1V11AF265V,GASPAR SARMIENTO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF265V,ANA DE AVILA,F,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF265V,LUIS SANCHEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF266V,HERNANDO ARIAS,M,OTROS,VECINDAD,SANTAFE,,,ALCALDE ORDINARIO,BIEN,,ASENTISTA,,,,
1V11AF266V,FERNANDO DEL HIERRO,M,PATRON,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF266V,JUAN INDIO LADINO,M,TRABAJADOR,RESIDENCIA,SANTAFE,INDIO,,CONFITERO,,,,LADINO,,,
1V11AF267R,GASPAR GONZALEZ,M,DEUDOR,RESIDENCIA,SANTAFE,,,PLATERO,BIEN,,,,,,
1V11AF267R,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF267V,LUIS LOPEZ ORTIZ,M,ARRENDADOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF267V,JUAN PEREZ SOLORZANO,M,ARRENDATARIO,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF268R,DIEGO LOPEZ CARVAJAL,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF268R,GASPAR LOPEZ,M,APODERADO,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF269R,FRANCISCO CACIQUE DE UBAQUE,M,DEUDOR,,,CACIQUE,,,BIEN,,,DON,,,
1V11AF269R,DIEGO JIMENEZ ROMERO,M,OTROS,RESIDENCIA,SANTAFE,,,,BIEN,,FIADOR,,,,
1V11AF269R,ALONSO MARTINEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
1V11AF269V,ANDRES GONZALEZ PIEDRAHITA,M,DEUDOR,RESIDENCIA,SANTAFE,,,,BIEN,,,,,,
1V11AF269V,ANTONIO DE SALAS,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF270R,FRANCISCO VELASQUEZ,M,PODERDANTE,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF270R,ANDRES DE LA CRUZ,M,APODERADO,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF270V,MIGUEL DE ESPEJO,M,VENDEDOR,,,,,TESORERO DE LA IGLESIA DE SANTA FE,BIEN,,,,,,
1V11AF270V,CATALINA LOPEZ,F,COMPRADOR,VECINDAD,SANTAFE,VIUDA,,,,,,,,,
1V11AF270V,AGUSTINA MULATA,F,ESCLAVO,,,ESCLAVO,,,,24 AÑOS,,NEGRO,,,
1V11AF272R,GASPAR LOPEZ,M,PODERDANTE,RESIDENCIA,SANTAFE,,,MERCADER,BIEN,,,,,,
1V11AF272R,MARTIN CAMACHO,M,APODERADO,,,,,PROCURADOR DE CAUSAS,,,,,,,
1V11AF272V,JUANA PONCE DE LEON,F,VENDEDOR,VECINDAD,SANTAFE,DON,,,BIEN,,,VIUDA,,,
1V11AF272V,JUAN CACIQUE DE GUATAVITA,M,COMPRADOR,,,CACIQUE,,,,,,DON,,,
1V11AF272V,JUAN CRIOLLO,M,ESCLAVO,,,ESCLAVO,,,,35 AÑOS,,NEGRO,,,
1V11AF273V,JUAN CACIQUE DE GUATAVITA,M,DEUDOR,,,CACIQUE,,,,,,DON,,,NO FIRMA POR NO SABER
1V11AF273V,JUAN CRIOLLO,M,ESCLAVO,,,ESCLAVO,,,,35 AÑOS,,NEGRO,,,
1V11AF273V,JUANA PONCE DE LEON,F,ACREEDOR,VECINDAD,SANTAFE,DON,,,,,,,,,
1V11AF274R,LUIS BERMUDEZ,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF274R,DIEGO LOPEZ CARVAJAL,M,ACREEDOR,VECINDAD,SANTAFE,,,MERCADER,,,,,,,
1V11AF274V,GASPAR SARMIENTO,M,DEUDOR,VECINDAD,SANTAFE,,,,BIEN,,,,,,
1V11AF274V,ANA DE AVILA,F,DEUDOR,VECINDAD,SANTAFE,,,,,,,,,,NO FIRMA POR NO SABER
1V11AF274V,LUIS SANCHEZ,M,ACREEDOR,RESIDENCIA,SANTAFE,,,MERCADER,,,,,,,
